grouping	software_era	task	session	metric	n	median	q25	q75	p90	p95	p99
software_era	E11	all	all	rejected_ica_columns	1556	10.0	8.0	13.0	16.0	18.0	28.0
software_era	E11	all	all	rejected_ica_rank	1556	10.0	8.0	13.0	16.0	18.0	28.0
software_era	E11	all	all	combined_confound_columns	1556	30.0	27.0	32.0	35.0	38.0	47.0
software_era	E11	all	all	combined_confound_rank	1556	30.0	27.0	32.0	35.0	38.0	47.0
software_era	E11	all	all	tedana_incremental_rank	1556	10.0	8.0	13.0	16.0	18.0	28.0
software_era	E11	all	all	tedana_incremental_rank_fraction	1556	0.039285714285714285	0.03137254901960784	0.05045871559633028	0.06422018348623854	0.075	0.11037188728702493
software_era	E11	all	all	combined_nuisance_rank_fraction	1556	0.11926605504587157	0.10833333333333334	0.13302752293577982	0.14678899082568808	0.15618816333872998	0.18870798319327736
software_era	E11	all	all	residual_df_before_task	1556	215.0	196.0	231.0	249.0	251.0	255.0
software_era	XA30	all	all	base_confound_columns	140	20.0	19.0	20.0	21.0	21.0	21.0
software_era	XA30	all	all	base_confound_rank	140	20.0	19.0	20.0	21.0	21.0	21.0
software_era	XA30	all	all	rejected_ica_columns	140	12.0	10.0	15.0	17.10000000000001	21.14999999999995	32.609999999999985
software_era	XA30	all	all	rejected_ica_rank	140	12.0	10.0	15.0	17.10000000000001	21.14999999999995	32.609999999999985
software_era	XA30	all	all	combined_confound_columns	140	32.0	30.0	34.0	37.10000000000001	42.0	51.609999999999985
software_era	XA30	all	all	combined_confound_rank	140	32.0	30.0	34.0	37.10000000000001	42.0	51.609999999999985
software_era	XA30	all	all	tedana_incremental_rank	140	12.0	10.0	15.0	17.10000000000001	21.14999999999995	32.609999999999985
software_era	XA30	all	all	tedana_incremental_rank_fraction	140	0.05	0.04078473132372215	0.05902590393955748	0.07339449541284404	0.08783088235294106	0.12351260504201658
software_era	XA30	all	all	combined_nuisance_rank_fraction	140	0.12549019607843137	0.11785714285714285	0.14180045871559632	0.15153264975715058	0.1689116747616477	0.19952977154164403
software_era	XA30	all	all	residual_df_before_task	140	210.0	194.25	228.25	247.0	248.0	250.0
software_era	XA60	all	all	base_confound_columns	1041	19.0	18.0	20.0	20.0	21.0	21.0
software_era	XA60	all	all	base_confound_rank	1041	19.0	18.0	20.0	20.0	21.0	21.0
software_era	XA60	all	all	rejected_ica_columns	1041	24.0	17.0	37.0	56.0	69.0	97.19999999999982
software_era	XA60	all	all	rejected_ica_rank	1041	24.0	17.0	37.0	56.0	69.0	97.19999999999982
software_era	XA60	all	all	combined_confound_columns	1041	43.0	36.0	56.0	75.0	88.0	115.59999999999991
software_era	XA60	all	all	combined_confound_rank	1041	43.0	36.0	56.0	75.0	88.0	115.59999999999991
software_era	XA60	all	all	tedana_incremental_rank	1041	24.0	17.0	37.0	56.0	69.0	97.19999999999982
software_era	XA60	all	all	tedana_incremental_rank_fraction	1041	0.09803921568627451	0.06880733944954129	0.15294117647058825	0.22745098039215686	0.2798165137614679	0.38058823529411684
software_era	XA60	all	all	combined_nuisance_rank_fraction	1041	0.17647058823529413	0.14642857142857144	0.23137254901960785	0.30275229357798167	0.35714285714285715	0.4529411764705878
software_era	XA60	all	all	residual_df_before_task	1041	197.0	179.0	215.0	236.0	243.0	249.0
software_era_task_session	E11	doors	01	base_confound_columns	197	19.0	18.0	19.0	20.0	21.0	22.039999999999992
software_era_task_session	E11	doors	01	base_confound_rank	197	19.0	18.0	19.0	20.0	21.0	22.039999999999992
software_era_task_session	E11	doors	01	rejected_ica_columns	197	9.0	8.0	12.0	16.0	17.0	23.039999999999992
software_era_task_session	E11	doors	01	rejected_ica_rank	197	9.0	8.0	12.0	16.0	17.0	23.039999999999992
software_era_task_session	E11	doors	01	combined_confound_columns	197	28.0	26.0	31.0	34.0	36.0	41.03999999999999
software_era_task_session	E11	doors	01	combined_confound_rank	197	28.0	26.0	31.0	34.0	36.0	41.03999999999999
software_era_task_session	E11	doors	01	tedana_incremental_rank	197	9.0	8.0	12.0	16.0	17.0	23.039999999999992
software_era_task_session	E11	doors	01	tedana_incremental_rank_fraction	197	0.04128440366972477	0.03669724770642202	0.05504587155963303	0.07339449541284404	0.0779816513761468	0.10568807339449539
software_era_task_session	E11	doors	01	combined_nuisance_rank_fraction	197	0.12844036697247707	0.11926605504587157	0.14220183486238533	0.1559633027522936	0.1651376146788991	0.18825688073394492
software_era_task_session	E11	doors	01	residual_df_before_task	197	189.0	186.0	191.0	193.0	195.0	198.0
software_era_task_session	E11	sharedreward	01	base_confound_columns	394	20.0	19.0	20.0	21.0	21.0	22.0
software_era_task_session	E11	sharedreward	01	base_confound_rank	394	20.0	19.0	20.0	21.0	21.0	22.0
software_era_task_session	E11	sharedreward	01	rejected_ica_columns	394	10.0	8.0	13.0	16.0	18.0	28.279999999999973
software_era_task_session	E11	sharedreward	01	rejected_ica_rank	394	10.0	8.0	13.0	16.0	18.0	28.279999999999973
software_era_task_session	E11	sharedreward	01	combined_confound_columns	394	30.0	27.0	32.0	35.69999999999999	38.0	48.139999999999986
software_era_task_session	E11	sharedreward	01	combined_confound_rank	394	30.0	27.0	32.0	35.69999999999999	38.0	48.139999999999986
software_era_task_session	E11	sharedreward	01	tedana_incremental_rank	394	10.0	8.0	13.0	16.0	18.0	28.279999999999973
software_era_task_session	E11	sharedreward	01	tedana_incremental_rank_fraction	394	0.0392156862745098	0.03137254901960784	0.050980392156862744	0.06274509803921569	0.07058823529411765	0.11090196078431362
software_era_task_session	E11	sharedreward	01	combined_nuisance_rank_fraction	394	0.11764705882352941	0.10588235294117647	0.12549019607843137	0.13999999999999996	0.14901960784313725	0.18878431372549015
software_era_task_session	E11	sharedreward	01	residual_df_before_task	394	224.0	222.0	227.0	229.0	230.34999999999997	232.07
software_era_task_session	E11	socialdoors	01	base_confound_columns	196	19.0	18.0	19.0	20.0	21.25	24.0
software_era_task_session	E11	socialdoors	01	base_confound_rank	196	19.0	18.0	19.0	20.0	21.25	24.0
software_era_task_session	E11	socialdoors	01	rejected_ica_columns	196	10.0	7.0	12.0	14.0	16.0	22.300000000000068
software_era_task_session	E11	socialdoors	01	rejected_ica_rank	196	10.0	7.0	12.0	14.0	16.0	22.300000000000068
software_era_task_session	E11	socialdoors	01	combined_confound_columns	196	29.0	26.0	31.0	34.0	35.0	42.200000000000045
software_era_task_session	E11	socialdoors	01	combined_confound_rank	196	29.0	26.0	31.0	34.0	35.0	42.200000000000045
software_era_task_session	E11	socialdoors	01	tedana_incremental_rank	196	10.0	7.0	12.0	14.0	16.0	22.300000000000068
software_era_task_session	E11	socialdoors	01	tedana_incremental_rank_fraction	196	0.045871559633027525	0.03211009174311927	0.05504587155963303	0.06422018348623854	0.07339449541284404	0.1022935779816517
software_era_task_session	E11	socialdoors	01	combined_nuisance_rank_fraction	196	0.13302752293577982	0.11926605504587157	0.14220183486238533	0.1559633027522936	0.16055045871559634	0.19357798165137638
software_era_task_session	E11	socialdoors	01	residual_df_before_task	196	188.0	186.0	191.0	194.0	195.0	196.10000000000002
software_era_task_session	E11	trust	01	base_confound_columns	381	20.0	20.0	21.0	21.0	21.0	22.0
software_era_task_session	E11	trust	01	base_confound_rank	381	20.0	20.0	21.0	21.0	21.0	22.0
software_era_task_session	E11	trust	01	rejected_ica_columns	381	10.0	8.0	13.0	16.0	21.0	26.399999999999977
software_era_task_session	E11	trust	01	rejected_ica_rank	381	10.0	8.0	13.0	16.0	21.0	26.399999999999977
software_era_task_session	E11	trust	01	combined_confound_columns	381	31.0	29.0	33.0	37.0	41.0	47.39999999999998
software_era_task_session	E11	trust	01	combined_confound_rank	381	31.0	29.0	33.0	37.0	41.0	47.39999999999998
software_era_task_session	E11	trust	01	tedana_incremental_rank	381	10.0	8.0	13.0	16.0	21.0	26.399999999999977
software_era_task_session	E11	trust	01	tedana_incremental_rank_fraction	381	0.03571428571428571	0.02857142857142857	0.04642857142857143	0.05714285714285714	0.075	0.09428571428571421
software_era_task_session	E11	trust	01	combined_nuisance_rank_fraction	381	0.11071428571428571	0.10357142857142858	0.11785714285714285	0.13214285714285715	0.14642857142857144	0.16928571428571418
software_era_task_session	E11	trust	01	residual_df_before_task	381	248.0	246.0	250.0	253.0	254.0	257.2
software_era_task_session	E11	ugr	01	base_confound_columns	388	20.0	19.0	20.0	20.0	20.0	21.0
software_era_task_session	E11	ugr	01	base_confound_rank	388	20.0	19.0	20.0	20.0	20.0	21.0
software_era_task_session	E11	ugr	01	rejected_ica_columns	388	10.0	8.0	12.0	16.0	18.0	29.389999999999986
software_era_task_session	E11	ugr	01	rejected_ica_rank	388	10.0	8.0	12.0	16.0	18.0	29.389999999999986
software_era_task_session	E11	ugr	01	combined_confound_columns	388	29.0	27.0	32.0	35.0	37.64999999999998	48.25999999999999
software_era_task_session	E11	ugr	01	combined_confound_rank	388	29.0	27.0	32.0	35.0	37.64999999999998	48.25999999999999
software_era_task_session	E11	ugr	01	tedana_incremental_rank	388	10.0	8.0	12.0	16.0	18.0	29.389999999999986
software_era_task_session	E11	ugr	01	tedana_incremental_rank_fraction	388	0.041666666666666664	0.03333333333333333	0.05	0.06666666666666667	0.075	0.12245833333333328
software_era_task_session	E11	ugr	01	combined_nuisance_rank_fraction	388	0.12083333333333333	0.1125	0.13333333333333333	0.14583333333333334	0.1568749999999999	0.2010833333333333
software_era_task_session	E11	ugr	01	residual_df_before_task	388	210.0	207.0	212.0	214.0	215.0	218.13
software_era_task_session	XA30	doors	01	base_confound_columns	17	19.0	18.0	19.0	19.0	19.4	20.68
software_era_task_session	XA30	doors	01	base_confound_rank	17	19.0	18.0	19.0	19.0	19.4	20.68
software_era_task_session	XA30	doors	01	rejected_ica_columns	17	12.0	10.0	14.0	16.8	22.799999999999983	38.16
software_era_task_session	XA30	doors	01	rejected_ica_rank	17	12.0	10.0	14.0	16.8	22.799999999999983	38.16
software_era_task_session	XA30	doors	01	combined_confound_columns	17	32.0	28.0	33.0	35.4	40.59999999999998	55.31999999999999
software_era_task_session	XA30	doors	01	combined_confound_rank	17	32.0	28.0	33.0	35.4	40.59999999999998	55.31999999999999
software_era_task_session	XA30	doors	01	tedana_incremental_rank	17	12.0	10.0	14.0	16.8	22.799999999999983	38.16
software_era_task_session	XA30	doors	01	tedana_incremental_rank_fraction	17	0.05504587155963303	0.045871559633027525	0.06422018348623854	0.07706422018348624	0.10458715596330267	0.17504587155963303
software_era_task_session	XA30	doors	01	combined_nuisance_rank_fraction	17	0.14678899082568808	0.12844036697247707	0.15137614678899083	0.16238532110091744	0.18623853211009167	0.2537614678899082
software_era_task_session	XA30	doors	01	residual_df_before_task	17	185.0	184.0	189.0	190.4	192.0	195.2
software_era_task_session	XA30	doors	02	base_confound_columns	1	19.0	19.0	19.0	19.0	19.0	19.0
software_era_task_session	XA30	doors	02	base_confound_rank	1	19.0	19.0	19.0	19.0	19.0	19.0
software_era_task_session	XA30	doors	02	rejected_ica_columns	1	8.0	8.0	8.0	8.0	8.0	8.0
software_era_task_session	XA30	doors	02	rejected_ica_rank	1	8.0	8.0	8.0	8.0	8.0	8.0
software_era_task_session	XA30	doors	02	combined_confound_columns	1	27.0	27.0	27.0	27.0	27.0	27.0
software_era_task_session	XA30	doors	02	combined_confound_rank	1	27.0	27.0	27.0	27.0	27.0	27.0
software_era_task_session	XA30	doors	02	tedana_incremental_rank	1	8.0	8.0	8.0	8.0	8.0	8.0
software_era_task_session	XA30	doors	02	tedana_incremental_rank_fraction	1	0.03669724770642202	0.03669724770642202	0.03669724770642202	0.03669724770642202	0.03669724770642202	0.03669724770642202
software_era_task_session	XA30	doors	02	combined_nuisance_rank_fraction	1	0.12385321100917432	0.12385321100917432	0.12385321100917432	0.12385321100917432	0.12385321100917432	0.12385321100917432
software_era_task_session	XA30	doors	02	residual_df_before_task	1	190.0	190.0	190.0	190.0	190.0	190.0
software_era_task_session	XA30	sharedreward	01	base_confound_columns	34	19.0	19.0	20.0	20.0	20.349999999999998	22.340000000000003
software_era_task_session	XA30	sharedreward	01	base_confound_rank	34	19.0	19.0	20.0	20.0	20.349999999999998	22.340000000000003
software_era_task_session	XA30	sharedreward	01	rejected_ica_columns	34	11.0	10.0	13.0	16.0	22.049999999999994	30.030000000000015
software_era_task_session	XA30	sharedreward	01	rejected_ica_rank	34	11.0	10.0	13.0	16.0	22.049999999999994	30.030000000000015
software_era_task_session	XA30	sharedreward	01	combined_confound_columns	34	31.0	30.0	33.0	35.7	40.39999999999999	49.030000000000015
software_era_task_session	XA30	sharedreward	01	combined_confound_rank	34	31.0	30.0	33.0	35.7	40.39999999999999	49.030000000000015
software_era_task_session	XA30	sharedreward	01	tedana_incremental_rank	34	11.0	10.0	13.0	16.0	22.049999999999994	30.030000000000015
software_era_task_session	XA30	sharedreward	01	tedana_incremental_rank_fraction	34	0.043137254901960784	0.0392156862745098	0.050980392156862744	0.06274509803921569	0.08647058823529409	0.11776470588235301
software_era_task_session	XA30	sharedreward	01	combined_nuisance_rank_fraction	34	0.12156862745098039	0.11764705882352941	0.12941176470588237	0.14	0.1584313725490196	0.19227450980392163
software_era_task_session	XA30	sharedreward	01	residual_df_before_task	34	223.0	221.0	224.0	226.0	227.7	229.0
software_era_task_session	XA30	socialdoors	01	base_confound_columns	17	18.0	18.0	19.0	20.4	21.0	21.0
software_era_task_session	XA30	socialdoors	01	base_confound_rank	17	18.0	18.0	19.0	20.4	21.0	21.0
software_era_task_session	XA30	socialdoors	01	rejected_ica_columns	17	12.0	11.0	15.0	16.8	19.199999999999996	23.04
software_era_task_session	XA30	socialdoors	01	rejected_ica_rank	17	12.0	11.0	15.0	16.8	19.199999999999996	23.04
software_era_task_session	XA30	socialdoors	01	combined_confound_columns	17	32.0	29.0	33.0	36.2	38.8	41.36
software_era_task_session	XA30	socialdoors	01	combined_confound_rank	17	32.0	29.0	33.0	36.2	38.8	41.36
software_era_task_session	XA30	socialdoors	01	tedana_incremental_rank	17	12.0	11.0	15.0	16.8	19.199999999999996	23.04
software_era_task_session	XA30	socialdoors	01	tedana_incremental_rank_fraction	17	0.05504587155963303	0.05045871559633028	0.06880733944954129	0.07706422018348624	0.08807339449541284	0.10568807339449542
software_era_task_session	XA30	socialdoors	01	combined_nuisance_rank_fraction	17	0.14678899082568808	0.13302752293577982	0.15137614678899083	0.16605504587155964	0.1779816513761468	0.18972477064220183
software_era_task_session	XA30	socialdoors	01	residual_df_before_task	17	185.0	184.0	188.0	189.4	190.4	191.68
software_era_task_session	XA30	socialdoors	02	base_confound_columns	1	19.0	19.0	19.0	19.0	19.0	19.0
software_era_task_session	XA30	socialdoors	02	base_confound_rank	1	19.0	19.0	19.0	19.0	19.0	19.0
software_era_task_session	XA30	socialdoors	02	rejected_ica_columns	1	10.0	10.0	10.0	10.0	10.0	10.0
software_era_task_session	XA30	socialdoors	02	rejected_ica_rank	1	10.0	10.0	10.0	10.0	10.0	10.0
software_era_task_session	XA30	socialdoors	02	combined_confound_columns	1	29.0	29.0	29.0	29.0	29.0	29.0
software_era_task_session	XA30	socialdoors	02	combined_confound_rank	1	29.0	29.0	29.0	29.0	29.0	29.0
software_era_task_session	XA30	socialdoors	02	tedana_incremental_rank	1	10.0	10.0	10.0	10.0	10.0	10.0
software_era_task_session	XA30	socialdoors	02	tedana_incremental_rank_fraction	1	0.045871559633027525	0.045871559633027525	0.045871559633027525	0.045871559633027525	0.045871559633027525	0.045871559633027525
software_era_task_session	XA30	socialdoors	02	combined_nuisance_rank_fraction	1	0.13302752293577982	0.13302752293577982	0.13302752293577982	0.13302752293577982	0.13302752293577982	0.13302752293577982
software_era_task_session	XA30	socialdoors	02	residual_df_before_task	1	188.0	188.0	188.0	188.0	188.0	188.0
software_era_task_session	XA30	trust	01	base_confound_columns	34	20.0	20.0	21.0	21.0	21.0	21.0
software_era_task_session	XA30	trust	01	base_confound_rank	34	20.0	20.0	21.0	21.0	21.0	21.0
software_era_task_session	XA30	trust	01	rejected_ica_columns	34	13.0	10.25	15.0	18.4	20.349999999999998	28.37000000000002
software_era_task_session	XA30	trust	01	rejected_ica_rank	34	13.0	10.25	15.0	18.4	20.349999999999998	28.37000000000002
software_era_task_session	XA30	trust	01	combined_confound_columns	34	33.0	31.0	35.0	38.7	40.699999999999996	48.030000000000015
software_era_task_session	XA30	trust	01	combined_confound_rank	34	33.0	31.0	35.0	38.7	40.699999999999996	48.030000000000015
software_era_task_session	XA30	trust	01	tedana_incremental_rank	34	13.0	10.25	15.0	18.4	20.349999999999998	28.37000000000002
software_era_task_session	XA30	trust	01	tedana_incremental_rank_fraction	34	0.04642857142857143	0.03660714285714285	0.05357142857142857	0.06571428571428571	0.07267857142857141	0.10132142857142863
software_era_task_session	XA30	trust	01	combined_nuisance_rank_fraction	34	0.11785714285714285	0.11071428571428571	0.125	0.1382142857142857	0.14535714285714282	0.17153571428571435
software_era_task_session	XA30	trust	01	residual_df_before_task	34	246.0	244.0	248.0	249.7	250.0	251.34
software_era_task_session	XA30	ugr	01	base_confound_columns	34	20.0	19.0	20.0	20.0	21.0	21.0
software_era_task_session	XA30	ugr	01	base_confound_rank	34	20.0	19.0	20.0	20.0	21.0	21.0
software_era_task_session	XA30	ugr	01	rejected_ica_columns	34	12.5	10.0	14.75	16.0	22.39999999999999	25.0
software_era_task_session	XA30	ugr	01	rejected_ica_rank	34	12.5	10.0	14.75	16.0	22.39999999999999	25.0
software_era_task_session	XA30	ugr	01	combined_confound_columns	34	32.0	30.0	34.0	36.0	40.749999999999986	44.0
software_era_task_session	XA30	ugr	01	combined_confound_rank	34	32.0	30.0	34.0	36.0	40.749999999999986	44.0
software_era_task_session	XA30	ugr	01	tedana_incremental_rank	34	12.5	10.0	14.75	16.0	22.39999999999999	25.0
software_era_task_session	XA30	ugr	01	tedana_incremental_rank_fraction	34	0.052083333333333336	0.041666666666666664	0.06145833333333334	0.06666666666666667	0.0933333333333333	0.10416666666666667
software_era_task_session	XA30	ugr	01	combined_nuisance_rank_fraction	34	0.13333333333333333	0.125	0.14166666666666666	0.15	0.16979166666666662	0.18333333333333332
software_era_task_session	XA30	ugr	01	residual_df_before_task	34	207.0	205.0	209.0	210.0	210.35	211.67000000000002
software_era_task_session	XA30	ugr	02	base_confound_columns	2	20.0	20.0	20.0	20.0	20.0	20.0
software_era_task_session	XA30	ugr	02	base_confound_rank	2	20.0	20.0	20.0	20.0	20.0	20.0
software_era_task_session	XA30	ugr	02	rejected_ica_columns	2	11.5	11.25	11.75	11.9	11.95	11.99
software_era_task_session	XA30	ugr	02	rejected_ica_rank	2	11.5	11.25	11.75	11.9	11.95	11.99
software_era_task_session	XA30	ugr	02	combined_confound_columns	2	31.5	31.25	31.75	31.9	31.95	31.99
software_era_task_session	XA30	ugr	02	combined_confound_rank	2	31.5	31.25	31.75	31.9	31.95	31.99
software_era_task_session	XA30	ugr	02	tedana_incremental_rank	2	11.5	11.25	11.75	11.9	11.95	11.99
software_era_task_session	XA30	ugr	02	tedana_incremental_rank_fraction	2	0.04791666666666666	0.046875	0.04895833333333333	0.04958333333333333	0.04979166666666667	0.049958333333333334
software_era_task_session	XA30	ugr	02	combined_nuisance_rank_fraction	2	0.13125	0.13020833333333334	0.13229166666666667	0.13291666666666666	0.133125	0.13329166666666667
software_era_task_session	XA30	ugr	02	residual_df_before_task	2	207.5	207.25	207.75	207.9	207.95	207.99
software_era_task_session	XA60	doors	01	base_confound_columns	122	18.0	18.0	18.0	19.0	19.0	20.0
software_era_task_session	XA60	doors	01	base_confound_rank	122	18.0	18.0	18.0	19.0	19.0	20.0
software_era_task_session	XA60	doors	01	rejected_ica_columns	122	21.5	16.0	31.75	45.80000000000001	55.799999999999955	80.42999999999986
software_era_task_session	XA60	doors	01	rejected_ica_rank	122	21.5	16.0	31.75	45.80000000000001	55.799999999999955	80.42999999999986
software_era_task_session	XA60	doors	01	combined_confound_columns	122	40.5	34.25	50.0	63.80000000000001	74.74999999999994	97.63999999999987
software_era_task_session	XA60	doors	01	combined_confound_rank	122	40.5	34.25	50.0	63.80000000000001	74.74999999999994	97.63999999999987
software_era_task_session	XA60	doors	01	tedana_incremental_rank	122	21.5	16.0	31.75	45.80000000000001	55.799999999999955	80.42999999999986
software_era_task_session	XA60	doors	01	tedana_incremental_rank_fraction	122	0.09862385321100918	0.07339449541284404	0.1456422018348624	0.21009174311926612	0.2559633027522934	0.36894495412843975
software_era_task_session	XA60	doors	01	combined_nuisance_rank_fraction	122	0.18577981651376146	0.15711009174311927	0.22935779816513763	0.29266055045871564	0.3428899082568805	0.44788990825688013
software_era_task_session	XA60	doors	01	residual_df_before_task	122	176.5	167.0	182.75	186.0	187.95	191.79
software_era_task_session	XA60	doors	02	base_confound_columns	22	18.0	18.0	18.75	19.0	19.0	19.79
software_era_task_session	XA60	doors	02	base_confound_rank	22	18.0	18.0	18.75	19.0	19.0	19.79
software_era_task_session	XA60	doors	02	rejected_ica_columns	22	21.5	18.0	41.25	57.90000000000002	65.64999999999999	69.94999999999999
software_era_task_session	XA60	doors	02	rejected_ica_rank	22	21.5	18.0	41.25	57.90000000000002	65.64999999999999	69.94999999999999
software_era_task_session	XA60	doors	02	combined_confound_columns	22	40.0	35.5	59.5	75.80000000000003	83.64999999999999	87.94999999999999
software_era_task_session	XA60	doors	02	combined_confound_rank	22	40.0	35.5	59.5	75.80000000000003	83.64999999999999	87.94999999999999
software_era_task_session	XA60	doors	02	tedana_incremental_rank	22	21.5	18.0	41.25	57.90000000000002	65.64999999999999	69.94999999999999
software_era_task_session	XA60	doors	02	tedana_incremental_rank_fraction	22	0.09862385321100918	0.08256880733944955	0.18922018348623854	0.26559633027522944	0.3011467889908257	0.3208715596330275
software_era_task_session	XA60	doors	02	combined_nuisance_rank_fraction	22	0.1834862385321101	0.16284403669724773	0.2729357798165138	0.3477064220183487	0.38371559633027524	0.40344036697247704
software_era_task_session	XA60	doors	02	residual_df_before_task	22	177.0	157.5	181.5	184.9	185.95	191.53
software_era_task_session	XA60	sharedreward	01	base_confound_columns	237	19.0	19.0	19.0	20.0	20.0	21.639999999999986
software_era_task_session	XA60	sharedreward	01	base_confound_rank	237	19.0	19.0	19.0	20.0	20.0	21.639999999999986
software_era_task_session	XA60	sharedreward	01	rejected_ica_columns	237	26.0	18.0	39.0	54.400000000000006	65.59999999999997	94.03999999999985
software_era_task_session	XA60	sharedreward	01	rejected_ica_rank	237	26.0	18.0	39.0	54.400000000000006	65.59999999999997	94.03999999999985
software_era_task_session	XA60	sharedreward	01	combined_confound_columns	237	45.0	37.0	58.0	72.80000000000001	84.39999999999998	112.39999999999986
software_era_task_session	XA60	sharedreward	01	combined_confound_rank	237	45.0	37.0	58.0	72.80000000000001	84.39999999999998	112.39999999999986
software_era_task_session	XA60	sharedreward	01	tedana_incremental_rank	237	26.0	18.0	39.0	54.400000000000006	65.59999999999997	94.03999999999985
software_era_task_session	XA60	sharedreward	01	tedana_incremental_rank_fraction	237	0.10196078431372549	0.07058823529411765	0.15294117647058825	0.21333333333333335	0.25725490196078415	0.36878431372548964
software_era_task_session	XA60	sharedreward	01	combined_nuisance_rank_fraction	237	0.17647058823529413	0.1450980392156863	0.22745098039215686	0.2854901960784314	0.33098039215686265	0.44078431372548965
software_era_task_session	XA60	sharedreward	01	residual_df_before_task	237	209.0	196.0	217.0	223.4	226.0	229.64
software_era_task_session	XA60	socialdoors	01	base_confound_columns	123	18.0	18.0	18.0	19.0	19.0	22.120000000000005
software_era_task_session	XA60	socialdoors	01	base_confound_rank	123	18.0	18.0	18.0	19.0	19.0	22.120000000000005
software_era_task_session	XA60	socialdoors	01	rejected_ica_columns	123	22.0	16.0	33.0	47.39999999999999	60.49999999999996	71.0
software_era_task_session	XA60	socialdoors	01	rejected_ica_rank	123	22.0	16.0	33.0	47.39999999999999	60.49999999999996	71.0
software_era_task_session	XA60	socialdoors	01	combined_confound_columns	123	41.0	35.0	51.0	64.6	77.49999999999996	89.0
software_era_task_session	XA60	socialdoors	01	combined_confound_rank	123	41.0	35.0	51.0	64.6	77.49999999999996	89.0
software_era_task_session	XA60	socialdoors	01	tedana_incremental_rank	123	22.0	16.0	33.0	47.39999999999999	60.49999999999996	71.0
software_era_task_session	XA60	socialdoors	01	tedana_incremental_rank_fraction	123	0.10091743119266056	0.07339449541284404	0.15137614678899083	0.21743119266055044	0.2775229357798163	0.3256880733944954
software_era_task_session	XA60	socialdoors	01	combined_nuisance_rank_fraction	123	0.18807339449541285	0.16055045871559634	0.23394495412844038	0.2963302752293578	0.3555045871559631	0.40825688073394495
software_era_task_session	XA60	socialdoors	01	residual_df_before_task	123	176.0	166.0	182.0	186.8	188.0	190.78
software_era_task_session	XA60	socialdoors	02	base_confound_columns	22	18.0	17.0	18.0	18.900000000000002	19.0	19.0
software_era_task_session	XA60	socialdoors	02	base_confound_rank	22	18.0	17.0	18.0	18.900000000000002	19.0	19.0
software_era_task_session	XA60	socialdoors	02	rejected_ica_columns	22	28.0	20.0	47.5	66.4	77.44999999999999	79.58
software_era_task_session	XA60	socialdoors	02	rejected_ica_rank	22	28.0	20.0	47.5	66.4	77.44999999999999	79.58
software_era_task_session	XA60	socialdoors	02	combined_confound_columns	22	46.5	38.0	65.5	83.30000000000001	94.44999999999999	96.58
software_era_task_session	XA60	socialdoors	02	combined_confound_rank	22	46.5	38.0	65.5	83.30000000000001	94.44999999999999	96.58
